Set Name,Piece Type,Piece Name,Level,Strength,Defense,Upgrade_Hacksilver,Upgrade_Forged Iron,Upgrade_Asgardian Ingot,Runic,Vitality,Cooldown,Luck,Upgrade_Bonded Leather,Upgrade_Smoldering Embers,Upgrade_Skap Slag,Upgrade_Smouldering Embers,Upgrade_Mountain Root,Upgrade_Dwarven Steel,Upgrade_Tempered Remnants,Upgrade_Sparkling Crystal,Upgrade_Asgardian Ingots,Upgrade_Dwaren Steel,Upgrade_Nidavellir Ore,Upgrade_Purified Crystalline,Upgrade_s Broken Cuirass,Upgrade_s Broken Bracers,Upgrade_s Broken Belt,Upgrade_Divine Ashes,Upgrade_Dragon Tooth,Upgrade_Dragon Claw,Total Stats
Mani's Wisdom Set,Waist,Mani's Belt of Wisdom,9.2,95.0,,30000.0,,,21.0,,42.0,,5.0,,10.0,,,,,,,,,,,,,,,,158.0
Mani's Wisdom Set,Waist,Mani's Belt of Wisdom,9.3,104.0,,32500.0,,,23.0,,46.0,,,,20.0,10.0,,,,,,,,,,,,,,,173.0
Mani's Wisdom Set,Waist,Mani's Belt of Wisdom,10.0,113.0,,35000.0,,,25.0,,50.0,,,,30.0,,1.0,,,,,,,,,,,,,,188.0
Berserker Set,Chest,Berserker Cuirass,5.0,36.0,14.0,,,,22.0,22.0,22.0,22.0,,,,,,,,,,,,,,,,,,,138.0
Berserker Set,Chest,Berserker Cuirass,6.0,44.0,18.0,15000.0,,2.0,26.0,26.0,26.0,26.0,,,,,,,,,,,,,,,,,,,166.0
Berserker Set,Chest,Berserker Cuirass,7.0,52.0,21.0,20000.0,,4.0,31.0,31.0,31.0,31.0,,,,,,,,,,,,,,,,,,,197.0
Berserker Set,Chest,Berserker Cuirass,8.0,60.0,24.0,25000.0,,5.0,36.0,36.0,36.0,36.0,,,,,,,10.0,,,,,,,,,,,,228.0
Berserker Set,Chest,Berserker Cuirass,9.0,68.0,27.0,35000.0,,,41.0,41.0,41.0,41.0,,2.0,,,,,,,,,,40.0,,,,,,,259.0
Berserker Set,Chest,Berserker Cuirass,9.1,76.0,30.0,37500.0,,,46.0,46.0,46.0,46.0,,,10.0,,,,,,,,,,,,,,,,290.0
Berserker Set,Chest,Berserker Cuirass,9.2,84.0,34.0,40000.0,,,50.0,50.0,50.0,50.0,10.0,,15.0,,,,,,,,,,,,,,,,318.0
Berserker Set,Chest,Berserker Cuirass,9.3,92.0,37.0,42500.0,,,55.0,55.0,55.0,55.0,,,30.0,20.0,,,,,,,,,,,,,,,349.0
Berserker Set,Chest,Berserker Cuirass,10.0,100.0,40.0,45000.0,,,60.0,60.0,60.0,60.0,,,50.0,,1.0,,,,,,,,,,,,,,380.0
Berserker Set,Wrist,Berserker Gauntlets,5.0,41.0,,,,,11.0,11.0,11.0,11.0,,,,,,,,,,,,,,,,,,,85.0
Berserker Set,Wrist,Berserker Gauntlets,6.0,50.0,,10000.0,,1.0,14.0,14.0,14.0,14.0,,,,,,,,,,,,,,,,,,,106.0
Berserker Set,Wrist,Berserker Gauntlets,7.0,59.0,,13500.0,,2.0,16.0,16.0,16.0,16.0,,,,,,,,,,,,,,,,,,,123.0
Berserker Set,Wrist,Berserker Gauntlets,8.0,68.0,,16500.0,,3.0,19.0,19.0,19.0,19.0,,,,,,,5.0,,,,,,,,,,,,144.0
Berserker Set,Wrist,Berserker Gauntlets,9.0,77.0,,25000.0,,,21.0,21.0,21.0,21.0,,,,,,,5.0,,,,,20.0,,,,,,,161.0
Berserker Set,Wrist,Berserker Gauntlets,9.1,86.0,,27500.0,,,24.0,24.0,24.0,24.0,,,5.0,,,,,,,,,,,,,,,,182.0
Berserker Set,Wrist,Berserker Gauntlets,9.2,95.0,,30000.0,,,25.0,25.0,25.0,25.0,5.0,,10.0,,,,,,,,,,,,,,,,195.0
Berserker Set,Wrist,Berserker Gauntlets,9.3,104.0,,32500.0,,,29.0,29.0,29.0,29.0,,,20.0,10.0,,,,,,,,,,,,,,,220.0
Berserker Set,Wrist,Berserker Gauntlets,10.0,113.0,,35000.0,,,31.0,31.0,31.0,31.0,,,30.0,,1.0,,,,,,,,,,,,,,237.0
Berserker Set,Waist,Berserker Waist Guard,5.0,,41.0,,,,11.0,11.0,11.0,11.0,,,,,,,,,,,,,,,,,,,85.0
Berserker Set,Waist,Berserker Waist Guard,6.0,,50.0,10000.0,,1.0,14.0,14.0,14.0,14.0,,,,,,,,,,,,,,,,,,,106.0
Berserker Set,Waist,Berserker Waist Guard,7.0,,59.0,13500.0,,2.0,16.0,16.0,16.0,16.0,,,,,,,,,,,,,,,,,,,123.0
Berserker Set,Waist,Berserker Waist Guard,8.0,,68.0,16500.0,,3.0,19.0,19.0,19.0,19.0,,,,,,,5.0,,,,,,,,,,,,144.0
Berserker Set,Waist,Berserker Waist Guard,9.0,,77.0,25000.0,,,21.0,21.0,21.0,21.0,,,,,,,,10.0,,,,20.0,,,,,,,161.0
Berserker Set,Waist,Berserker Waist Guard,9.1,86.0,,27500.0,,,24.0,24.0,24.0,24.0,,,5.0,,,,,,,,,,,,,,,,182.0
Berserker Set,Waist,Berserker Waist Guard,9.2,95.0,,30000.0,,,25.0,25.0,25.0,25.0,5.0,,10.0,,,,,,,,,,,,,,,,195.0
Berserker Set,Waist,Berserker Waist Guard,9.3,104.0,,32500.0,,,29.0,29.0,29.0,29.0,,,20.0,10.0,,,,,,,,,,,,,,,220.0
Berserker Set,Waist,Berserker Waist Guard,10.0,113.0,,35000.0,,,31.0,31.0,31.0,31.0,,,30.0,,1.0,,,,,,,,,,,,,,237.0
Steinbjorn Set,Chest,Steinbjorn Plackart,6.0,,123.0,,,,,,,,,,,,,,,,,,,,,,,,,,123.0
Steinbjorn Set,Chest,Steinbjorn Plackart,7.0,,146.0,20000.0,,4.0,,,,,,,,,,,,,,,,,,,,,,,146.0
Steinbjorn Set,Chest,Steinbjorn Plackart,8.0,,168.0,25000.0,,5.0,,,,,,,,,,,,,,,,20.0,,,,,,,168.0
Steinbjorn Set,Chest,Steinbjorn Plackart,9.0,,190.0,35000.0,,,,,,,,2.0,,,,,,,,,,40.0,,,,,,,190.0
Steinbjorn Set,Chest,Steinbjorn Plackart,9.1,,213.0,37500.0,,,,,,,,,10.0,,,,,,,,,,,,,,,,213.0
Steinbjorn Set,Chest,Steinbjorn Plackart,9.2,,235.0,40000.0,,,,,,,10.0,,15.0,,,,,,,,,,,,,,,,235.0
Steinbjorn Set,Chest,Steinbjorn Plackart,9.3,,258.0,42500.0,,,,,,,,,30.0,20.0,,,,,,,,,,,,,,,258.0
Steinbjorn Set,Wrist,Steinbjorn Gauntlets,6.0,22.0,55.0,,,,,,,,,,,,,,,,,,,,,,,,,,77.0
Steinbjorn Set,Wrist,Steinbjorn Gauntlets,7.0,26.0,65.0,13500.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,91.0
Steinbjorn Set,Wrist,Steinbjorn Gauntlets,8.0,30.0,75.0,16500.0,,3.0,,,,,,,,,,,,,,,,10.0,,,,,,,105.0
Steinbjorn Set,Wrist,Steinbjorn Gauntlets,9.0,34.0,85.0,25000.0,,,,,,,,,,,,,5.0,,,,,20.0,,,,,,,119.0
Steinbjorn Set,Wrist,Steinbjorn Gauntlets,9.1,38.0,95.0,27500.0,,,,,,,,,5.0,,,,,,,,,,,,,,,,133.0
Steinbjorn Set,Wrist,Steinbjorn Gauntlets,9.2,42.0,105.0,30000.0,,,,,,,5.0,,10.0,,,,,,,,,,,,,,,,147.0
Steinbjorn Set,Wrist,Steinbjorn Gauntlets,9.3,46.0,115.0,32500.0,,,,,,,,,20.0,10.0,,,,,,,,,,,,,,,161.0
Steinbjorn Set,Wrist,Steinbjorn Gauntlets,10.0,50.0,125.0,35000.0,,,,,,,,,30.0,,1.0,,,,,,,,,,,,,,175.0
Steinbjorn Set,Waist,Steinbjorn Waist Guard,6.0,,77.0,,,,,,,,,,,,,,,,,,,,,,,,,,77.0
Steinbjorn Set,Waist,Steinbjorn Waist Guard,7.0,,91.0,13500.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,91.0
Steinbjorn Set,Waist,Steinbjorn Waist Guard,8.0,,105.0,16500.0,,3.0,,,,,,,,,,,,,,,,10.0,,,,,,,105.0
Steinbjorn Set,Waist,Steinbjorn Waist Guard,9.0,,119.0,25000.0,,,,,,,,,,,,,,10.0,,,,20.0,,,,,,,119.0
Steinbjorn Set,Waist,Steinbjorn Waist Guard,9.1,,133.0,27500.0,,,,,,,,,5.0,,,,,,,,,,,,,,,,133.0
Steinbjorn Set,Waist,Steinbjorn Waist Guard,9.2,,147.0,30000.0,,,,,,,5.0,,10.0,,,,,,,,,,,,,,,,147.0
Steinbjorn Set,Waist,Steinbjorn Waist Guard,9.3,,161.0,32500.0,,,,,,,,,20.0,10.0,,,,,,,,,,,,,,,161.0
Fallen Stars Set,Chest,Plackart of Fallen Stars,6.0,35.0,44.0,,,,40.0,13.0,,,,,,,,,,,,,,,,,,,,,132.0
Fallen Stars Set,Chest,Plackart of Fallen Stars,7.0,42.0,52.0,20000.0,,,47.0,16.0,,,,,,,,,,6.0,,,,20.0,,,,,,,157.0
Fallen Stars Set,Chest,Plackart of Fallen Stars,8.0,48.0,60.0,25000.0,,,54.0,18.0,,,,,,,,,,28.0,,,,,,,,1500.0,,,180.0
Fallen Stars Set,Chest,Plackart of Fallen Stars,9.0,54.0,68.0,35000.0,,,61.0,20.0,,,,2.0,,,,,,,,,,120.0,,,,,,,203.0
Fallen Stars Set,Chest,Plackart of Fallen Stars,9.1,61.0,76.0,37500.0,,,68.0,23.0,,,,,10.0,,,,,,,,,,,,,,,,228.0
Fallen Stars Set,Chest,Plackart of Fallen Stars,9.2,67.0,84.0,40000.0,,,76.0,25.0,,,10.0,,15.0,,,,,,,,,,,,,,,,252.0
Fallen Stars Set,Chest,Plackart of Fallen Stars,9.3,74.0,92.0,42500.0,,,83.0,28.0,,,,,30.0,20.0,,,,,,,,,,,,,,,277.0
Fallen Stars Set,Chest,Plackart of Fallen Stars,10.0,80.0,100.0,45000.0,,,90.0,30.0,,,,,50.0,,1.0,,,,,,,,,,,,,,300.0
Fallen Stars Set,Wrist,Bracers of Fallen Stars,6.0,50.0,,,,,25.0,8.0,,,,,,,,,,,,,,,,,,,,,83.0
Fallen Stars Set,Wrist,Bracers of Fallen Stars,7.0,59.0,,13500.0,,,29.0,10.0,,,,,,,,,,3.0,,,,10.0,,,,,,,98.0
Fallen Stars Set,Wrist,Bracers of Fallen Stars,8.0,68.0,,16500.0,,,34.0,11.0,,,,,,,,,,,,,,40.0,,,,750.0,,,113.0
Fallen Stars Set,Wrist,Bracers of Fallen Stars,9.0,77.0,,25000.0,,,38.0,13.0,,,40.0,,,,,,5.0,,,,,,,,,,,,128.0
Fallen Stars Set,Wrist,Bracers of Fallen Stars,9.1,86.0,,27500.0,,,43.0,14.0,,,,,5.0,,,,,,,,,,,,,,,,143.0
Fallen Stars Set,Wrist,Bracers of Fallen Stars,9.2,95.0,,30000.0,,,47.0,16.0,,,5.0,,10.0,,,,,,,,,,,,,,,,158.0
Fallen Stars Set,Wrist,Bracers of Fallen Stars,9.3,104.0,,32500.0,,,52.0,17.0,,,,,20.0,10.0,,,,,,,,,,,,,,,173.0
Fallen Stars Set,Wrist,Bracers of Fallen Stars,10.0,113.0,,35000.0,,,56.0,19.0,,,,,30.0,,1.0,,,,,,,,,,,,,,188.0
Fallen Stars Set,Waist,Waist Guard of Fallen Stars,6.0,,50.0,,,,25.0,8.0,,,,,,,,,,,,,,,,,,,,,83.0
Fallen Stars Set,Waist,Waist Guard of Fallen Stars,7.0,,59.0,13500.0,,,29.0,10.0,,,,,,,,,,3.0,,,,10.0,,,,,,,98.0
Fallen Stars Set,Waist,Waist Guard of Fallen Stars,8.0,,68.0,16500.0,,,34.0,11.0,,,,,,,,,,,,,,40.0,,,,750.0,,,113.0
Fallen Stars Set,Waist,Waist Guard of Fallen Stars,9.0,,77.0,25000.0,,,38.0,13.0,,,40.0,,,,,,,10.0,,,,,,,,,,,128.0
Fallen Stars Set,Waist,Waist Guard of Fallen Stars,9.1,86.0,,27500.0,,,43.0,14.0,,,,,5.0,,,,,,,,,,,,,,,,143.0
Fallen Stars Set,Waist,Waist Guard of Fallen Stars,9.2,95.0,,30000.0,,,47.0,16.0,,,5.0,,10.0,,,,,,,,,,,,,,,,158.0
Fallen Stars Set,Waist,Waist Guard of Fallen Stars,9.3,104.0,,32500.0,,,52.0,17.0,,,,,20.0,10.0,,,,,,,,,,,,,,,173.0
Fallen Stars Set,Waist,Waist Guard of Fallen Stars,10.0,113.0,,35000.0,,,56.0,19.0,,,,,30.0,,1.0,,,,,,,,,,,,,,188.0
Dragon Scaled Set,Chest,Dragon Scaled Breastplate,6.0,62.0,62.0,14000.0,,,,,,,,,,,,,,,,,,,,,,,2.0,1.0,124.0
Dragon Scaled Set,Chest,Dragon Scaled Breastplate,7.0,73.0,73.0,20000.0,,,,,,,,,,,,,,,,,,,,,,,,2.0,146.0
Dragon Scaled Set,Chest,Dragon Scaled Breastplate,8.0,84.0,84.0,25000.0,,,,,,,,,,,,,,,,,,,,,,1500.0,,2.0,168.0
Dragon Scaled Set,Chest,Dragon Scaled Breastplate,9.0,95.0,95.0,35000.0,,,,,,,,2.0,,,,,,,,,,,,,,,,3.0,190.0
Dragon Scaled Set,Chest,Dragon Scaled Breastplate,9.1,106.0,106.0,37500.0,,,,,,,,,10.0,,,,,,,,,,,,,,,,212.0
Dragon Scaled Set,Chest,Dragon Scaled Breastplate,9.2,118.0,118.0,40000.0,,,,,,,10.0,,15.0,,,,,,,,,,,,,,,,236.0
Dragon Scaled Set,Chest,Dragon Scaled Breastplate,9.3,129.0,129.0,42500.0,,,,,,,,,30.0,20.0,,,,,,,,,,,,,,,258.0
Dragon Scaled Set,Chest,Dragon Scaled Breastplate,10.0,140.0,140.0,45000.0,,,,,,,,,50.0,,1.0,,,,,,,,,,,,,,280.0
Dragon Scaled Set,Wrist,Dragon Scaled Bracers,6.0,60.0,17.0,10000.0,,,,,,,,,,,,,,,,,,,,,,,10.0,,77.0
Dragon Scaled Set,Wrist,Dragon Scaled Bracers,7.0,71.0,20.0,13500.0,,,,,,,,,,,,,,,,,,,,,,,8.0,,91.0
Dragon Scaled Set,Wrist,Dragon Scaled Bracers,8.0,82.0,23.0,16500.0,,,,,,,,,,,,,,,,,,,,,,750.0,,1.0,105.0
Dragon Scaled Set,Wrist,Dragon Scaled Bracers,9.0,93.0,26.0,25000.0,,,,,,,,,,,,,,,,,,20.0,,,,,,1.0,119.0
Dragon Scaled Set,Wrist,Dragon Scaled Bracers,9.1,104.0,29.0,27500.0,,,,,,,,,5.0,,,,,,,,,,,,,,,,133.0
Dragon Scaled Set,Wrist,Dragon Scaled Bracers,9.2,115.0,32.0,30000.0,,,,,,,5.0,,10.0,,,,,,,,,,,,,,,,147.0
Dragon Scaled Set,Wrist,Dragon Scaled Bracers,9.3,126.0,35.0,32500.0,,,,,,,,,20.0,10.0,,,,,,,,,,,,,,,161.0
Dragon Scaled Set,Wrist,Dragon Scaled Bracers,10.0,137.0,38.0,35000.0,,,,,,,,,30.0,,1.0,,,,,,,,,,,,,,175.0
Dragon Scaled Set,Waist,Dragon Scaled Girdle,6.0,17.0,60.0,10000.0,,,,,,,,,,,,,,,,,,,,,,,10.0,,77.0
Dragon Scaled Set,Waist,Dragon Scaled Girdle,7.0,20.0,17.0,13500.0,,,,,,,,,,,,,,,,,,,,,,,8.0,,37.0
Dragon Scaled Set,Waist,Dragon Scaled Girdle,8.0,23.0,82.0,16500.0,,,,,,,,,,,,,,,,,,,,,,750.0,,1.0,105.0
Dragon Scaled Set,Waist,Dragon Scaled Girdle,9.0,26.0,93.0,25000.0,,,,,,,,,,,,,,,,,,20.0,,,,,,1.0,119.0
Dragon Scaled Set,Waist,Dragon Scaled Girdle,9.1,29.0,104.0,27500.0,,,,,,,,,5.0,,,,,,,,,,,,,,,,133.0
Dragon Scaled Set,Waist,Dragon Scaled Girdle,9.2,32.0,115.0,30000.0,,,,,,,5.0,,10.0,,,,,,,,,,,,,,,,147.0
Dragon Scaled Set,Waist,Dragon Scaled Girdle,9.3,35.0,126.0,32500.0,,,,,,,,,20.0,10.0,,,,,,,,,,,,,,,161.0
Dragon Scaled Set,Waist,Dragon Scaled Girdle,10.0,38.0,137.0,35000.0,,,,,,,,,30.0,,1.0,,,,,,,,,,,,,,175.0
Undying Pyres Set,Chest,Shoulder Guard of Undying Pyres,6.0,44.0,35.0,,,,35.0,,18.0,,,,,,,,,,,,,,,,,,,,132.0
Undying Pyres Set,Chest,Shoulder Guard of Undying Pyres,7.0,52.0,42.0,20000.0,,,42.0,,21.0,,,,,,,,,,,,,,,,,1500.0,,,157.0
Undying Pyres Set,Chest,Shoulder Guard of Undying Pyres,8.0,60.0,48.0,25000.0,,,48.0,,24.0,,,4.0,,,,,,,,,,40.0,,,,,,,180.0
Undying Pyres Set,Chest,Shoulder Guard of Undying Pyres,9.0,68.0,54.0,35000.0,,,54.0,,27.0,,,2.0,,,,,,,,,,,,,,3000.0,,,203.0
Undying Pyres Set,Chest,Shoulder Guard of Undying Pyres,9.1,76.0,61.0,37500.0,,,61.0,,30.0,,,,10.0,,,,,,,,,,,,,,,,228.0
Undying Pyres Set,Chest,Shoulder Guard of Undying Pyres,9.2,84.0,67.0,40000.0,,,67.0,,34.0,,10.0,,15.0,,,,,,,,,,,,,,,,252.0
Undying Pyres Set,Chest,Shoulder Guard of Undying Pyres,9.3,92.0,74.0,42500.0,,,74.0,,37.0,,,,30.0,20.0,,,,,,,,,,,,,,,277.0
Undying Pyres Set,Chest,Shoulder Guard of Undying Pyres,10.0,100.0,80.0,45000.0,,,80.0,,40.0,,,,50.0,,1.0,,,,,,,,,,,,,,300.0
Undying Pyres Set,Wrist,Bracers of Undying Pyres,6.0,50.0,,,,,22.0,,11.0,,,,,,,,,,,,,,,,,,,,83.0
Undying Pyres Set,Wrist,Bracers of Undying Pyres,7.0,59.0,,13500.0,,,26.0,,13.0,,,,,,,,,,,,,,,,,1000.0,,,98.0
Undying Pyres Set,Wrist,Bracers of Undying Pyres,8.0,68.0,,16500.0,,,30.0,,15.0,,,,,,,,,,,,,20.0,,,,1500.0,,,113.0
Undying Pyres Set,Wrist,Bracers of Undying Pyres,9.0,77.0,,25000.0,,,34.0,,17.0,,,,,,,,5.0,,,,,40.0,,,,,,,128.0
Undying Pyres Set,Wrist,Bracers of Undying Pyres,9.1,86.0,,27500.0,,,38.0,,19.0,,,,5.0,,,,,,,,,,,,,,,,143.0
Undying Pyres Set,Wrist,Bracers of Undying Pyres,9.2,95.0,,30000.0,,,42.0,,21.0,,5.0,,10.0,,,,,,,,,,,,,,,,158.0
Undying Pyres Set,Wrist,Bracers of Undying Pyres,9.3,104.0,,32500.0,,,46.0,,23.0,,,,20.0,10.0,,,,,,,,,,,,,,,173.0
Undying Pyres Set,Wrist,Bracers of Undying Pyres,10.0,113.0,,35000.0,,,50.0,,25.0,,,,30.0,,1.0,,,,,,,,,,,,,,188.0
Undying Pyres Set,Waist,Girdle of Undying Pyres,6.0,,50.0,,,,22.0,,11.0,,,,,,,,,,,,,,,,,,,,83.0
Undying Pyres Set,Waist,Girdle of Undying Pyres,7.0,,59.0,13500.0,,,26.0,,13.0,,,,,,,,,,,,,,,,,1000.0,,,98.0
Undying Pyres Set,Waist,Girdle of Undying Pyres,8.0,,68.0,16500.0,,,30.0,,15.0,,,,,,,,,,,,,20.0,,,,1500.0,,,113.0
Undying Pyres Set,Waist,Girdle of Undying Pyres,9.0,,77.0,25000.0,,,34.0,,17.0,,,,,,,,,10.0,,,,40.0,,,,,,,128.0
Undying Pyres Set,Waist,Girdle of Undying Pyres,9.1,,86.0,27500.0,,,38.0,,19.0,,,,5.0,,,,,,,,,,,,,,,,143.0
Undying Pyres Set,Waist,Girdle of Undying Pyres,9.2,,95.0,30000.0,,,42.0,,21.0,,5.0,,10.0,,,,,,,,,,,,,,,,158.0
Undying Pyres Set,Waist,Girdle of Undying Pyres,9.3,,104.0,32500.0,,,46.0,,23.0,,,,20.0,10.0,,,,,,,,,,,,,,,173.0
Undying Pyres Set,Waist,Girdle of Undying Pyres,10.0,,113.0,35000.0,,,50.0,,25.0,,,,30.0,,1.0,,,,,,,,,,,,,,188.0
Hunter's Set,Chest,Hunter's Pauldron,6.0,62.0,31.0,,,,,,40.0,,,,,,,,,,,,,,,,,,,,133.0
Hunter's Set,Chest,Hunter's Pauldron,7.0,73.0,36.0,20000.0,,,,,47.0,,,,,,,,,6.0,,,,20.0,,,,,,,156.0
Hunter's Set,Chest,Hunter's Pauldron,8.0,84.0,42.0,25000.0,,,,,54.0,,,,,,,,,28.0,,,,,,,,1500.0,,,180.0
Hunter's Set,Chest,Hunter's Pauldron,9.0,95.0,48.0,35000.0,,,,,61.0,,,2.0,,,,,,,,,,120.0,,,,,,,204.0
Hunter's Set,Chest,Hunter's Pauldron,9.1,106.0,53.0,37500.0,,,,,68.0,,,,10.0,,,,,,,,,,,,,,,,227.0
Hunter's Set,Chest,Hunter's Pauldron,9.2,118.0,59.0,40000.0,,,,,76.0,,10.0,,15.0,,,,,,,,,,,,,,,,253.0
Hunter's Set,Chest,Hunter's Pauldron,9.3,129.0,64.0,42500.0,,,,,83.0,,,,30.0,20.0,,,,,,,,,,,,,,,276.0
Hunter's Set,Chest,Hunter's Pauldron,10.0,140.0,70.0,45000.0,,,,,90.0,,,,50.0,,1.0,,,,,,,,,,,,,,300.0
Hunter's Set,Wrist,Hunter's Gauntlets,6.0,58.0,,,,,,,25.0,,,,,,,,,,,,,,,,,,,,83.0
Hunter's Set,Wrist,Hunter's Gauntlets,7.0,68.0,,13500.0,,,,,29.0,,,,,,,,,3.0,,,,10.0,,,,,,,97.0
Hunter's Set,Wrist,Hunter's Gauntlets,8.0,79.0,,16500.0,,,,,34.0,,,,,,,,,,,,,40.0,,,,750.0,,,113.0
Hunter's Set,Wrist,Hunter's Gauntlets,9.0,89.0,,25000.0,,,,,38.0,,40.0,,,,,,5.0,,,,,,,,,,,,127.0
Hunter's Set,Wrist,Hunter's Gauntlets,9.1,100.0,,27500.0,,,,,43.0,,,,5.0,,,,,,,,,,,,,,,,143.0
Hunter's Set,Wrist,Hunter's Gauntlets,9.2,110.0,,30000.0,,,,,47.0,,5.0,,10.0,,,,,,,,,,,,,,,,157.0
Hunter's Set,Wrist,Hunter's Gauntlets,9.3,121.0,,32500.0,,,,,52.0,,,,20.0,10.0,,,,,,,,,,,,,,,173.0
Hunter's Set,Wrist,Hunter's Gauntlets,10.0,131.0,,35000.0,,,,,56.0,,,,30.0,,1.0,,,,,,,,,,,,,,187.0
Hunter's Set,Waist,Hunter's Belt,6.0,17.0,41.0,,,,,,25.0,,,,,,,,,,,,,,,,,,,,83.0
Hunter's Set,Waist,Hunter's Belt,7.0,20.0,49.0,13500.0,,,,,29.0,,,,,,,,,3.0,,,,10.0,,,,,,,98.0
Hunter's Set,Waist,Hunter's Belt,8.0,23.0,56.0,16500.0,,,,,34.0,,,,,,,,,,,,,40.0,,,,750.0,,,113.0
Hunter's Set,Waist,Hunter's Belt,9.0,26.0,64.0,25000.0,,,,,38.0,,40.0,,,,,,,10.0,,,,,,,,,,,128.0
Hunter's Set,Waist,Hunter's Belt,9.1,29.0,71.0,27500.0,,,,,43.0,,,,5.0,,,,,,,,,,,,,,,,143.0
Hunter's Set,Waist,Hunter's Belt,9.2,32.0,79.0,30000.0,,,,,47.0,,5.0,,10.0,,,,,,,,,,,,,,,,158.0
Hunter's Set,Waist,Hunter's Belt,9.3,35.0,86.0,32500.0,,,,,52.0,,,,20.0,10.0,,,,,,,,,,,,,,,173.0
Hunter's Set,Waist,Hunter's Belt,10.0,38.0,94.0,35000.0,,,,,56.0,,,,30.0,,1.0,,,,,,,,,,,,,,188.0
Fate Breaker Set,Chest,Fate Breaker Shoulder Guard,6.0,44.0,35.0,,,,,40.0,,13.0,,,,,,,,,,,,,,,,,,,132.0
Fate Breaker Set,Chest,Fate Breaker Shoulder Guard,7.0,52.0,42.0,20000.0,,4.0,,47.0,,16.0,,,,,,,,,,,,,,,,,,,157.0
Fate Breaker Set,Chest,Fate Breaker Shoulder Guard,8.0,60.0,48.0,25000.0,,5.0,,54.0,,18.0,20.0,,,,,,,,,,,,,,,,,,180.0
Fate Breaker Set,Chest,Fate Breaker Shoulder Guard,9.0,68.0,54.0,35000.0,,,,61.0,,20.0,40.0,2.0,,,,,,,,,,,,,,,,,203.0
Fate Breaker Set,Chest,Fate Breaker Shoulder Guard,9.1,76.0,61.0,37500.0,,,,68.0,,23.0,,,10.0,,,,,,,,,,,,,,,,228.0
Fate Breaker Set,Chest,Fate Breaker Shoulder Guard,9.2,84.0,67.0,40000.0,,,,76.0,,25.0,10.0,,15.0,,,,,,,,,,,,,,,,252.0
Fate Breaker Set,Chest,Fate Breaker Shoulder Guard,9.3,92.0,74.0,42500.0,,,,83.0,,28.0,,,30.0,20.0,,,,,,,,,,,,,,,277.0
Fate Breaker Set,Chest,Fate Breaker Shoulder Guard,10.0,100.0,80.0,45000.0,,,,90.0,,30.0,,,50.0,,1.0,,,,,,,,,,,,,,300.0
Fate Breaker Set,Wrist,Fate Breaker Wraps,6.0,50.0,,,,,,25.0,,8.0,,,,,,,,,,,,,,,,,,,83.0
Fate Breaker Set,Wrist,Fate Breaker Wraps,7.0,59.0,,13500.0,,2.0,,29.0,,10.0,,,,,,,,,,,,,,,,,,,98.0
Fate Breaker Set,Wrist,Fate Breaker Wraps,8.0,68.0,,16500.0,,3.0,,34.0,,11.0,10.0,,,,,,,,,,,,,,,,,,113.0
Fate Breaker Set,Wrist,Fate Breaker Wraps,9.0,77.0,,25000.0,,,,38.0,,13.0,20.0,,,,,,5.0,,,,,,,,,,,,128.0
Fate Breaker Set,Wrist,Fate Breaker Wraps,9.1,86.0,,27500.0,,,,43.0,,14.0,,,5.0,,,,,,,,,,,,,,,,143.0
Fate Breaker Set,Wrist,Fate Breaker Wraps,9.2,95.0,,30000.0,,,,47.0,,16.0,5.0,,10.0,,,,,,,,,,,,,,,,158.0
Fate Breaker Set,Wrist,Fate Breaker Wraps,9.3,104.0,,32500.0,,,,52.0,,17.0,,,20.0,10.0,,,,,,,,,,,,,,,173.0
Fate Breaker Set,Wrist,Fate Breaker Wraps,10.0,113.0,,35000.0,,,,56.0,,19.0,,,30.0,,1.0,,,,,,,,,,,,,,188.0
Fate Breaker Set,Waist,Fate Breaker Belt,6.0,,50.0,,,,,25.0,,8.0,,,,,,,,,,,,,,,,,,,83.0
Fate Breaker Set,Waist,Fate Breaker Belt,7.0,,59.0,13500.0,,2.0,,29.0,,10.0,,,,,,,,,,,,,,,,,,,98.0
Fate Breaker Set,Waist,Fate Breaker Belt,8.0,,68.0,16500.0,,3.0,,34.0,,11.0,10.0,,,,,,,,,,,,,,,,,,113.0
Fate Breaker Set,Waist,Fate Breaker Belt,9.0,,77.0,25000.0,,,,38.0,,13.0,20.0,,,,,,,10.0,,,,,,,,,,,128.0
Fate Breaker Set,Waist,Fate Breaker Belt,9.1,,86.0,27500.0,,,,43.0,,14.0,,,5.0,,,,,,,,,,,,,,,,143.0
Fate Breaker Set,Waist,Fate Breaker Belt,9.2,,95.0,30000.0,,,,47.0,,16.0,5.0,,10.0,,,,,,,,,,,,,,,,158.0
Fate Breaker Set,Waist,Fate Breaker Belt,9.3,,104.0,32500.0,,,,52.0,,17.0,,,20.0,10.0,,,,,,,,,,,,,,,173.0
Fate Breaker Set,Waist,Fate Breaker Belt,10.0,,113.0,35000.0,,,,56.0,,19.0,,,30.0,,1.0,,,,,,,,,,,,,,188.0
